season,episode,transcript,num_words
6,11,I'll see you.,3
6,11,Bye.,1
6,11,Or I'll hear you.,4
6,11,That's it big girl! Come on!,6
6,11,Wait!,1
6,11,You'd better run!,3
6,11,Did you hear that?,4
6,11,"Yeah uh, what am I gonna do?",7
6,11,"Yeah, I'm sorry man. You wanna go watch?",8
6,11,Yeah!,1
6,11,Hey!,1
6,11,How ya doin'?,3
6,11,"Hey so, did uh, did she move out?",8
6,11,"Pretty much, yeah.",3
6,11,I cannot believe you broke up with her just like that.,11
6,11,"Well, when it's not right, you know it.",8
6,11,You okay?,2
6,11,Yeah! Yeah. I'll be all right.,6
6,11,Y'know what would cheer you up?,6
6,11,What?,1
6,11,"I'm giving this lecture on erosion theories tomorrow night, I think you should come.",14
6,11,You're right! That did cheer me up!,7
6,12,"Hey, you're not going to believe this. I made up a joke and sent it in to Playboy. They printed it!",21
6,12,I didn't know Playboy prints jokes.,6
6,12,"Yeah, they print jokes, interviews, hard-hitting journalism. It's not just about the pictures.",13
6,12,"That didn't work on mom, it's not going to work on us.",12
6,12,"Here, check it out. It's the first one, too.",9
6,12,That is funny. It was also funny when I made it up.,12
6,12,What?,1
6,12,I made that joke up.,5
6,12,"Uh, oh-oh, no you didn't. I did.",7
6,12,"Yes, I did. I told it to Dan at work, and he said it was the funniest joke he'd ever heard.",21
6,12,"Hey, tell Dan, 'Thanks.'",4
6,12,What?,1
6,12,"I'm sorry, I was just reading the joke below it. Man, that one is funny.",15
6,12,"Monica, you remember me telling you that joke, right?",9
6,12,No.,1
6,12,Seriously?,1
6,12,"Well, you tell a lot of jokes!",7
6,12,"Look, Chandler, it's my joke. But, hey, if it makes you feel any better they don't print the name, so it doesn't really matter who gets credit, right?",28
6,12,"Yeah, I guess.",3
6,12,Hey guys.,2
6,12,"Hey, Joey, Playboy printed my joke.",6
6,12,"No, it's my joke, it's mine. You can call them, they'll tell you.",13
6,12,It's my joke.,3
6,12,It's my joke.,3
6,12,"Whoa-whoa-whoa. Jokes? You guys know they have naked chicks in there, right?",12
6,12,"Dude, you have got to turn on Behind the Music. The band Heart is having a really tough time, and I think they may break up.",26
6,12,Let's go watch it at your place.,7
6,12,"Nah, Monica's watching some cooking show. Come on, I don't want to miss when they were skinny.",17
6,12,"Chandler, Chandler, y'know what we should do? You and I should go out and get some new sunglasses.",18
6,12,"What? No, I want to watch this. . Did your cable go out?",13
6,12,"No, that's VH-1. I gotta tell you, the music these kids listen to today . . . It's like a lotta noise to me. I don't know...",27
6,12,"Joey, why is your cable out?",6
6,12,"I uh, oh! Because, uh, I haven't really paid the bill",11
6,12,"If you need money, will you please-please just let me loan you some money?",14
6,12,"No, Chandler. Look, forget about it, okay? Look, I know things have been a little tight since Janine moved out. Oh, was she hot.",24
6,12,Whoa ho.,2
6,12,"I know! Yeah, but, look I can handle it. All right? Look, I can listen to the radio, huh? And Ross gave me this great book .",27
6,12,"All right, you want to see if the joke stealer will let us watch the show at his place?",19
6,12,Sure.,1
6,12,Paid your phone bill?,4
6,12,Not so much.,3
6,12,Hey.,1
6,12,It's only you.,3
6,12,Wh-wh-what are you doing?,4
6,12,We are looking at a Playboy.,6
6,12,"Oh, I want to look too! . Yikes!",8
6,12,"So do you think that these pictures-Are, are they trying to tell a story?",14
6,12,"Oh, yeah, sure. I mean, like in the case of this young woman, she has lost her clothes, so she rides naked on the horse, she's crying out, 'Where are they, where are they?'",34
6,12,"Well, she's not going to find them lying in the grass like that.",13
6,12,"Oh, yeah. Aw, remember the days when you used to go out to the barn, lift up your shirt, and bend over?",22
6,12,Yeah.,1
6,12,Yeah.,1
6,12,"You see, now, I would date this girl. She's cute, she's outdoorsy, you know, and she knows how to build a fire. I mean, that's got to come in handy",30
6,12,"Okay, I've got a question. If you had to pick one of us to date, who would it be?",19
6,12,I don't know.,3
6,12,Me neither.,2
6,12,Rachel.,1
6,12,What?!,1
6,12,I don't know. Me neither.,5
6,12,You forget how many great songs Heart had.,8
6,12,Yeah.,1
6,12,"You know, Barracuda was the first song I learned to play on the keyboard.",14
6,12,"So, you heard it, you repeated it, so that must mean you wrote it.",14
6,12,"Oh, you guys, with this joke. I gotta say, I know I cracked up, but I'm not even sure I got it.",22
6,12,"What, you didn't get it? The doctor is a monkey.",10
6,12,And monkeys can't write out prescriptions.,6
6,12,You are not allowed to laugh at my joke.,9
6,12,"Your joke? Well, I think 'the Hef' would disagree, which is why he sent me a check for one hundred ah-dollars.",21
6,12,"So, you stole my joke, and you stole my money.",10
6,12,"Well, I was going to stick it in the ATM, but now I think I'll show the sexy teller that I am a published writer.",25
6,12,"Well, she is going to know that you stole the joke.",11
6,12,"Oh, what are you going to do, follow me down there?",11
6,12,Yeah!,1
6,12,"Well, I'm not going to go now anyway .",9
6,12,Okay .,2
6,12,Here you go.,3
6,12,"Ah, Gunther, I can't pay for this right now because I'm not working, so I've had to cut down on some luxuries like uh, payin' for stuff.",27
6,12,"Well, if you want, you can work here.",8
6,12,"Uh, I don't know. Ya see, it's just, see I was a regular on a soap opera y'know? And to go from that to this, I just... Plus, I'd have to wait on all my friends.",36
6,12,"Okay, but the money's good, plus you get to stare at Rachel as much as you want.",17
6,12,What?!,1
6,12,Flexible hours.,2
6,12,Maybe I could be a waiter. Could I use the phone?,11
6,12,"She picked Rachel. I mean, she tried to back out of it, but it was obvious. She picked Rachel.",19
6,12,"He took my joke, he took it.",7
6,12,It's wrong. You know what else is wrong? Phoebe picking Rachel.,11
6,12,"You know who else picked Rachel? Ross, and you know what else Ross did? He stole my joke. You know what? I'm going to get a joke journal. Y'know? And document the date and time of every single one of my jokes.",42
6,12,That's a good idea.,4
6,12,Yeah!,1
6,12,Do you know what's a bad idea?,7
6,12,Picking Rachel.,2
6,12,That's right. Did you hear something?,6
6,12,Maybe it's the sound of Ross climbing into my brain and stealing my thoughts.,14
6,12,It's coming from the living room.,6
6,12,I finished my book.,4
6,12,"Hey, you guys.",3
6,12,Hey.,1
6,12,Hey.,1
6,12,"Oh, don't you guys look cute. You guys make such a cute couple.",13
6,12,"Monica, what are you doing?",5
6,12,"Nothing, I'm just trying to recreate some of the fun that we had at my place the other day. Remember, when you picked Rachel over me? That was funny.",29
6,12,I guess it was kinda funny.,6
6,12,It wasn't funny at all! Why would you do that? Why didn't you pick me?,15
6,12,Fine. The reason that I was leaning a little bit more toward Rachel than you is just that you're ... just ... kinda high maintenance-Okay let's go to lunch!,29
6,12,"That is completely untrue. You think I'm high maintenance? Okay, prove it. I want you to make a list and we're going to go through it point by point!",29
6,12,"No, okay, you're right. You're easy-going. You're just not as easy-going as Rachel. She's just more flexible and-and mellow. That's all.",21
6,12,"Well, people are different.",4
6,12,"Ya, you know, Rachel ... she'll do whatever you want. Y'know, you can just walk all over her.",18
6,12,"What? Wait a minute. What are you saying, that I'm a pushover? I'm not a pushover.",16
6,12,"Oh, okay, you're not a pushover.",6
6,12,"Oh my ... you think I'm a pushover. Well wait, watch this, you know what? You're not invited to lunch. What do you think of that? I think that's pretty strong, that's what I think. Come on, Monica, let's go to lunch.",42
6,12,You start working on that list.,6
6,12,I cannot believe her.,4
6,12,I know. Where do you wanna go eat?,8
6,12,"Oh, oh, I love that Japanese place.",7
6,12,I'm sick of Japanese. We're not going there.,8
6,12,"All right, wherever you wanna go is cool.",8
6,12,All right.,2
6,12,"Oh, hey, Gunther, check this out.",6
6,12,"Yeah, that-that Chandler cracks me up.",6
6,12,"Hey Ross, listen, you want anything to drink, 'cause I'm heading up there.",13
6,12,"Uh, yeah, I'll take a coffee. Thanks, man.",8
6,12,Sure. Coffee? 'Cause I'm going up there.,7
6,12,No.,1
6,12,"No, thank you.",3
6,12,"You guys need anything, 'cause I'm heading up there.",9
6,12,I'd love an ice water.,5
6,12,You got it.,3
6,12,"Joey, what are you doing?",5
6,12,Just being friendly.,3
6,12,"Joey, honey, I don't think you're supposed to go back there.",11
6,12,"Nah, it's okay. Right, Gunther?",5
6,12,Don't wink at me. And put on your apron.,9
6,12,"Okay, but I don't see you asking any other paying customers to put on aprons.",15
6,12,"Joey, do you work here?",5
6,12,No.,1
6,12,"Hey, waiter.",2
6,12,Yeah?,1
6,12,"Joey, what's going on. What didn't you tell us you work here?",12
6,12,"It's kind of embarrassing, y'know. I mean, I was an actor and now I'm a waiter. It's supposed to go in the other direction.",24
6,12,So is your apron. You're wearing it like a cape.,10
6,12,"I mean, the job's easy and the money's good, you know? I guess I'm going to be hanging out here anyway. I might as well get paid for it, right? I just feel kind of weird serving you guys.",39
6,12,"Come on, Joey, I did it and it was fine.",10
6,12,"Yeah, why would it be weird? Hey, Joey, can I get some coffee?",13
6,12,"Okay, I guess it doesn't seem that weird.",8
6,12,"Seriously, I-I asked you before and you still haven't gotten it.",11
6,12,"See, now it's weird again.",5
6,12,"I Think It's Great That You Work Here. You'Re Going To Make A Lot Of Money, And Here's Your First Tip. Don't eat yellow snow. . Ah ha ha, 2:15, coffeehouse.",31
6,12,"Well, you know what? This is great. Finally, I have someone I can pass on my wisdom too. Let me tell you about a couple of things I learned while working at the coffeehouse. First of all, the customer is always right. A smile goes a long way. And if anyone is ever rude to you? Sneeze muffin.",58
6,12,"Thanks, Rach. Look, you guys are just terrific. Y'know? Now, how about clearing out of here so I can get some new customers. It's all about turnover.",27
6,12,"Joey, seriously, can I get my coffee?",7
6,12,"Oh, I'm sorry, Ross. I'll get it for you right now. And since I made you wait, I'll toss in a free muffin.",23
6,12,Phoebe. We would like to talk to you for a second.,11
6,12,Okay.,1
6,12,"So, maybe I am a little high maintenance. And maybe Rachel is a little bit of a pushover. But you know what we decided you are?",26
6,12,"Yes, we are very sorry to tell you this, but you, Phoebe, are flaky.",14
6,12,Hah!,1
6,12,"That true, I am flaky.",5
6,12,"So, what, you're just, you're just okay with being flaky?",10
6,12,"Yeah, totally.",2
6,12,"Well, then, I'm okay with being high maintenance.",8
6,12,"Yeah, and I am okay with being a pushover.",9
6,12,That's great. Good for you guys.,6
6,12,I am not high maintenance!,5
6,12,I am not a pushover!,5
6,12,Who said you were?,4
6,12,You did!,2
6,12,You did!,2
6,12,"Oh, I'm flaky. I'll say anything.",6
6,12,"Hey, Gunther. Can you uh, can you cover for me? I just got an audition.",15
6,12,"No, I'm leaving to get my hair dyed.",8
6,12,"Really?! I like your natural color. Come on man, it's a great part. Look, check it out. I'm the lead guy's best friend and I wait for him in this bar and save his seat. Listen-listen. 'I'm sorry, that seat's saved.'",41
6,12,That's the whole part?,4
6,12,"Okay, maybe he's not his best friend, but ...",9
6,12,"Okay, I'll see you in an hour.",7
6,12,"Oh, man, I could totally get that part. 'I'm sorry, that seat is taken.'",14
6,12,"Oh, excuse me.",3
6,12,"No, no, I didn't mean you. But, you believed me, huh?",11
6,12,I believed you were saving this seat for someone.,9
6,12,"So, you'd hire me, right?",5
6,12,For what?,2
6,12,"Exactly! All right, everybody, listen up. The coffeehouse is going to be closed for about an hour.",17
6,12,Huh? What?,2
6,12,"Yeah, it's for the kids. To keep the kids off drugs. It's a very important issue in this month's Playboy. I'm sure you all read about it.",27
6,12,It's my joke.,3
6,12,It's my joke.,3
6,12,It's my joke.,3
6,12,It's my joke.,3
6,12,"Y'know, I don't think we're going to settle this.",9
6,12,Let's have Monica decide.,4
6,12,Yeah!,1
6,12,Yeah!,1
6,12,Hey Mon.,2
6,12,"Mon, get out here!",4
6,12,Monica!,1
6,12,"Okay, okay. You have to help us decide whose joke this is.",12
6,12,Why do I have to decide?,6
6,12,Because you're the only one that can be fair.,9
6,12,Yeah.,1
6,12,I can't be fair. You're my boyfriend.,7
6,12,"Yeah, but I'm your brother. We're family. That's the most important thing in the world.",15
6,12,"Don't try to sway her. I'm your only chance to have a baby. Okay, let's go.",16
6,12,We'll each tell you how we came up with the joke and then you decide which one of us is telling the truth-me.,23
6,12,"Okay, Chandler, you go first.",5
6,12,"Okay, I thought of the joke two months ago at lunch with Steve.",13
6,12,"Oh, wait, is he the guy I met at Christmas?",10
6,12,Can I finish my story?!,5
6,12,Do you want me to pick you?!,7
6,12,"See, I would never snap at you like that.",9
6,12,Continue.,1
6,12,"So Steve said he had to go to the doctor. And Steve's doctor's name is Doctor Muppy. So I said, 'Doctor Monkey?' And that is how the whole Doctor Monkey thing came up.",33
6,12,"Are you kidding? Okay, look. I-I studied evolution. Remember, evolution? Monkey into man? Plus, I'm a doctor, and I had a monkey. I'm Doctor Monkey!",25
6,12,I'm not arguing with that.,5
6,12,"All right, I've heard enough. I've made my decision.",9
6,12,"You are both idiots. The joke is not funny, and it's offensive to women, and doctors, and monkeys! You shouldn't be arguing over who gets credit, you should be arguing over who gets blamed for inflicting this horrible joke upon the world! Now let it go! The joke sucks!",49
6,12,It's your joke.,3
6,12,Is not.,2
6,12,"Hi, Chandler. There you are.",5
6,12,"Hi, oh hi.",3
6,12,"Hey, it's Phoebe and Rachel. Um, why don't you tell them what you were telling me earlier about me not being high maintenance?",23
6,12,"Monica is a self-sufficient, together lady. Being with her has been like being on a vacation. And what may be perceived as high maintenance is merely attention to detail and--generosity of spirit.",32
6,12,"Wow, you know what? That is the best fake speech I think I've ever heard.",15
6,12,Really? I've heard better.,4
6,12,"Wait, wait, he came up with that himself. Tell them, Chandler.",11
6,12,I'm out of words. Should I just say the whole thing again?,12
6,12,"Look, I am not high maintenance. I am not. Chandler!",10
6,12,You're a little high maintenance.,5
6,12,Ahhh! You are on my list.,6
6,12,"I'm sorry. You're not easy-going, but you're passionate, and that's good. And when you get upset about the little things, I think that I'm pretty good about making you feel better about that. And that's good too. So, they can say that you're high maintenance, but it's okay, because I like ... maintaining you.",54
6,12,I didn't even tell him to say that. . All right you're off my list.,15
6,12,I'm off the list.,4
6,12,"Phoebe, it's okay that you don't want me to be your girlfriend because I have the best boyfriend.",18
6,12,"Y'know, suddenly I find you very attractive.",7
6,12,"Hey, buddy boy, how'd the audition go?",7
6,12,"Not good, no. I didn't get the part, and I lost my job here, so ...",16
6,12,Wow! That is a bad audition.,6
6,12,How-how did you lose your job here?,7
6,12,"Well, I had the audition but Gunther said I had to stay here and be in charge so he could go get his hair dyed. So, I went anyway, and then he fired me.",34
6,12,"He left work in the middle of the day to do a personal errand and left you in charge when you've been working here two days? That's not, that's not right.",31
6,12,"Yeah, what are ya gonna do?",6
6,12,"Joey, you can't let him get away with that. Ya know what, I'm not going to let him get away with that. I'm going to say something to him-No, I really shouldn't say anything-No, I should say something to him. Gunther, I want you to give Joey his job back. That is really not fair that you have to fire him...",61
6,12,Okay.,1
6,12,What?,1
6,12,He can have his job back.,6
6,12,"That's right, he can have his job back. I'm glad we got that all straightened out. There you go, Joey, you got your job back.",25
6,12,That's great. Thanks Rach.,4
6,12,"Yeah, pretty nice, huh? Now who's a pushover?",8
6,12,"Rach, you're in my seat.",5
6,12,"Oh, I'm sorry.",3
6,12,"Hey, I never got to hear who you guys would pick to be your girlfriend.",15
6,12,"I pick you, Phoebe.",4
6,12,"Oh, yeah. Definitely you, Pheebs.",5
6,12,"Yeah, well, I kinda thought.",5
6,12,Hey.,1
6,12,"Hey. Oh, I have a question. If-if-if one of you had to pick one of the other two guys to go out with, who would you pick?",27
6,12,No way.,2
6,12,I'm not answering that.,4
6,12,Joey! No way. I'm not answering that.,7
6,13,"Okay Rach, that muffin and espresso, $4.50. Ross, double latte, $2.75. Chandler, coffee and a scone, $4.25. And Pheebs, herbal tea, $1.25. So, all together that's $12.75.",27
6,13,This coming from the man who couldn't split our 80 dollar phone bill in half.,15
6,13,Hi!,1
6,13,Hi!,1
6,13,How much do I owe you for the muffin and the latte?,12
6,13,Oh that's on the house courtesy of Joey Tribbiani.,9
6,13,"Oh great! Well, tell him thanks. And since uh, Joey seems like such a nice guy, maybe we could go on a date sometime?",24
6,13,"Well, he's not used to women being so forward with him; but uh, I good check with him-He says it's okay. Great! Thanks! Bye-bye!",24
6,13,"Hey Joey, how come our stuff isn't free?",8
6,13,It will be when you look like that in a tight skirt! This is great! I'm getting more dates than ever!,21
6,13,"Wait a minute, you're only giving free stuff away to the pretty girls?",13
6,13,Yeah Joey that is so gross!,6
6,13,How about a scone on the house baby?,8
6,13,I'm pretty.,2
6,13,Hey does anyone have any gum?,6
6,13,"Oh I do! Oh, y'know what? No. Wait a second. I know it's in here somewhere.",16
6,13,Y'know what? I'm good! I'm good!,6
6,13,Hey!,1
6,13,Hey!,1
6,13,"Hey, what are you doing here? Shouldn't you be at work?",11
6,13,"Ugh, they sent me home. They said I can't work if I'm sick.",13
6,13,Ohh!,1
6,13,I'm so sorry you're sick.,5
6,13,I'm not sick!! I don't get sick! Getting sick is for weaklings and for pansies!,15
6,13,"Honey, no one thinks you're a pansy, but we do think you need a tissue.",15
6,13,I have not been sick in over three years!,9
6,13,I'm gonna grab you some tissue.,6
6,13,I don't need a tissue! I'm fine-d!,7
6,13,When you put a 'D' at the end of 'Fine' you're not fine.,13
6,13,"I'm fine-d. I'm fine-d! Y'know, it's a really hard word to say.",12
6,13,Yes?,1
6,13,"Hi, is Rachel here? I'm her sister.",7
6,13,"Oh my God, Jill!",4
6,13,"Oh my God, Rachel!",4
6,13,"Oh my God, introduce us!",5
6,13,This is Chandler.,3
6,13,Hi!,1
6,13,And you know Monica and Ross!,6
6,13,Hi Jill.,2
6,13,"And that's Phoebe , and that's Joey.",7
6,13,"Hey, how you doin'?",4
6,13,"Don't!! Honey, what are you doing here?!",7
6,13,Which-which sister is this? Is this the spoiled one or that's bitter?,12
6,13,Daddy cut me off.,4
6,13,"Never mind, I got it.",5
6,13,"And y'know what I said to him? ""I'm gonna hire a lawyer and I'm gonna sue you and take all your money. Then I'm gonna cut you off!""",28
6,13,Wow! What did he say?,5
6,13,That he wouldn't pay for my lawyer! Then he told me to come here and learn about the value of money from the one daughter he's actually proud off.,29
6,13,Oh! Did you hear that?! My dad's proud of me! My dad's proud of me.,15
6,13,Rach?,1
6,13,"Oh yeah, sorry. Wait honey, so what did you do that made dad cut you off?",16
6,13,"Okay, I bought a boat.",5
6,13,You bought a boat?,4
6,13,"Yeah but it wasn't for me, it was for a friend.",11
6,13,Boy did we make friends with the wrong sister!,9
6,13,"Jill, honey, I think this is the best thing that could've ever happened to you. I mean you needed to get out on your own anyway! And you know when I did it, I-I-I at first I was scared, and look at me now! I'm the only daughter dad is proud of! Okay, well this is, this is what you're gonna do. You're gonna get a job, you're gonna get an apartment, and then I'll help you and you can stay with us. Right Pheebs, she can stay with us?",90
6,13,"Of course, yeah!",3
6,13,"Oh, that's so great! Okay, I'm really gonna do this! I don't know how to thank you guys.",18
6,13,"Ooh, I like cards.",4
6,13,Are you all finished here?,5
6,13,Yes.,1
6,13,Great!,1
6,13,"Okay, here are the tips for this morning. Jen gets 50, 50 for me, and Joey owes eight dollars.",19
6,13,What?!,1
6,13,For all the free food you gave away.,8
6,13,"Well if it's free food, how come you're charging me for it?",12
6,13,We don't give anything away unless it's someone's birthday.,9
6,13,"Well, what if they came in third in a modeling contest?",11
6,13,No!,1
6,13,Sorry!,1
6,13,I just had the hardest day. Those bags are so heavy.,11
6,13,"Jill, how did you pay for all this? I thought your dad took away your credit card.",17
6,13,"Oh please, I memorized those numbers when I was 15. But look at all the cool make-it-on-my-own stuff I got! This is my ""Please, hire me"" sweater. And these are my, ""Don't you want to rent me this apartment?"" pants.",40
6,13,I don't think charging new clothes too your dad qualifies as making it on your own.,16
6,13,"Oh, Mr. Scientist has to get all technical!",8
6,13,"Seriously, I don't Rachel's gonna think it's a good idea.",10
6,13,So who made her queen of the world?,8
6,13,I would love that job!,5
6,13,Hey! What's goin' on?,4
6,13,Hey!,1
6,13,Jill! Did you shop?!,4
6,13,No! They did!,3
6,13,"Yeah, we went shopping!",4
6,13,"Yeah, we went shopping!",4
6,13,"You went shopping?! What, and then you just came in here and paraded it right under Jill's nose when you know she's trying to quit. Wow, you guys are terrible!",30
6,13,Sorry Jill.,2
6,13,Sorry-sorry Jill.,2
6,13,What'd you get?,3
6,13,"Oh well, all right, I got thank you, I got uh, this y'know ""I want a job sweater.""",18
6,13,Oh.,1
6,13,"And, and then I got uh, these are apartment pants.",10
6,13,Apartment pants?,2
6,13,"Yeah, you never heard of them?",6
6,13,"No, of course, of course I've heard of them! Ross, what did you get?",14
6,13,"Huh? Oh, I got this--this!",5
6,13,A pajmena?,2
6,13,"Yeah! Oh, I-I love this babies!",6
6,13,Really?,1
6,13,"Ross, wants a pajmena?",4
6,13,It's a rug.,3
6,13,Jill?,1
6,13,"I'm sorry Rachel, I'm sorry...",5
6,13,"Oh, come on! You think that's gonna work on me?! I invented that!",13
6,13,"Right! But, I am sorry.",5
6,13,"All right, it's okay. One little setback is okay, just don't let it happen again, all right? Now since daddy paid for all this stuff, I should take it all away. But I'm just gonna take the-the pajmena. And the uh, and the uh pants. Y'know what, I'm just gonna take it all away, 'cause that way you'll just really learn the lesson. Okay? All righty, I'm gonna run a couple of errands and I will see you at dinner.",80
6,13,She took all my stuff.,5
6,13,"Yeah. Everything but, the little blue one.",7
6,13,"That's the best one! Oh my God, thank you so much!",11
6,13,Well. Hey...,2
6,13,"Oh my gosh, that was so lame. Like a pajmena could be a rug!",14
6,13,"Oh yeah, how about you and the, ""I'm sorry!""",9
6,13,Shut up! I did not sound like that at all!,10
6,13,"What about, what about when I said y'know about the apartment pants, how dumb was I?",16
6,13,Were you this cute in high school?,7
6,13,Oh stop.,2
6,13,No you stop!,3
6,13,"No, you stop!",3
6,13,You stop!,2
6,13,"Okay-okay, why don't I sit here and you'll both stop it!",11
6,13,"Okay, so what do you, what do you want to do? Let's do something crazy!",15
6,13,"I know, let's rest and drink lots of fluids.",9
6,13,"Okay, I'll rest. But y'know if I'm going to bed, then you're coming with me.",15
6,13,That would be impossible to resist if you weren't all drippy here.,12
6,13,Are you saying that you don't wanna get with this?,10
6,13,"Yeah, I don't you should say that even when you're healthy.",11
6,13,Come on.,2
6,13,Don't take this personally okay? It's just that I just can't have sex with a sick person.,17
6,13,"I'm with you Chandler! I mean I can't have sex with a sick person either, that's disgusting! But I'm not sick! Let me prove it to you. We are two healthy people in the pribe of libe.",37
6,13,"That's the thing, see I would like to stay in the pribe of mwha-ah-libe.",14
6,13,Hey!,1
6,13,Hey.,1
6,13,What's up?!,2
6,13,"Umm, I think there's something you should maybe know.",9
6,13,"Well, it'd better not be about the apartment pants, because I just pitched the idea to my boss at Ralph Lauren and she loved it.",25
6,13,"No. No. It's just I was umm, I was with Ross and Jill after you left and umm, I'm pretty sure I saw a little spark between them.",28
6,13,What?!,1
6,13,"Yeah I mean it's probably nothing, but I just wanted to warn you that there might be something there.",19
6,13,With Ross and Jill?,4
6,13,Yeah!,1
6,13,With Ross and my sister?,5
6,13,Yeah.,1
6,13,With my sister Jill and my ex-boyfriend Ross?,8
6,13,Yeah.,1
6,13,Oh there is no way.,5
6,13,Okay then.,2
6,13,"Oh my God! I can not believe that! I mean I don't really like it when Ross goes out with anyone, but my sister isn't that like incest or something?! Oh my God, and they're gonna have sex! Oh! Oh no what if he marries her too?! Oh this is just terrible, this is just terrible. And I can't stop it! I can't-I don't own Ross! Y'know? And Jill, she should be able to do whatever it is that she wants to do! And oh my God, I can't believe Ross is marrying my little sister, this terrible. Oh my God, this is just the worst thing that could have ever happened to me.",114
6,13,"But great news about the apartment pants, huh?",8
6,13,That'll be $3.85.,3
6,13,What do you mean? Yesterday you said I was too pretty to pay for stuff!,15
6,13,"It's just I can't because my manager said I... ""Happy birthday to you, happy birthday to you. Happy birthday dear Annie...",21
6,13,Amy!,1
6,13,"""...Amy! Happy birthday to you!""",5
6,13,"Hey, that's weird, today's my birthday too!",7
6,13,"Yeah, not it here it isn't.",6
6,13,"Sorry I'm late, what's up?",5
6,13,"Oh hi! Y'know, I just wanted to see if there were any leads on the old job front.",18
6,13,Oh no! But I just walked past three sales and I didn't go in. How strong am I?,18
6,13,"That is great. Hey, y'know who doesn't have to job hunt? Ross. He works at the university.",17
6,13,Yeah.,1
6,13,"Oh so you know that, you guys talked about that, so you get along, so you think you're gonna go out?",21
6,13,Me go out with Ross?! No! God no! What would make you think that?,14
6,13,"I just, Phoebe, said y'know thought she saw something between you guys.",12
6,13,No! I mean he's nice.,5
6,13,Yeah.,1
6,13,"He's the kind of guy you're friends with, y'know? But he's not the kind of guy you date. He's the kind of guy you'd date because you did. Me, not so much.",32
6,13,"Oh not-not so much. Umm, what-what do you, what do you mean is there something wrong with Ross?",18
6,13,"Oh no-no-no, he's just I don't know, he's just a little bookish.",12
6,13,Are-are you saying he's a geek?,6
6,13,You think so too?,4
6,13,"No! No I, no Ross is not a geek!",9
6,13,"Fine, then let's just say he's not my type.",9
6,13,What handsome is not your type? Smart? Kind? Good kisser? What those things aren't on your list? Ross is a great guy! You would be lucky to be with him!,30
6,13,"Well okay, if it means that much to you, then I'll ask him out.",14
6,13,"Oh no-no-no, no-no-no, that's not what I meant.",8
6,13,"No! Y'know what Rachel? You're right, y'know he has been really nice to me.",14
6,13,"Yeah but, he's not your type.",6
6,13,"Yeah but maybe that's a good thing. Y'know I'm doing all these different sorts of things, and maybe I should try dating a geek too!",25
6,13,"Yeah but, you don't, you don't, you don't want to try to much too fast. Y'know? I mean, you do remember what happened to the little girl that tried to much too fast don't you?",35
6,13,What?,1
6,13,She-she died Jill.,3
6,13,Chandler!,1
6,13,"Oh what is it honey, you need some tea? Some soup? Oh-ohhhh!",12
6,13,"Calling Dr. Big, Dr. Big to the bed.",8
6,13,"Oh Jeez honey, I thought, I thought you were asleep.",10
6,13,How could I be asleep knowing that you were in the next room.,13
6,13,I was asleep. Oh no! No-no honey! Y'know what's sexy? Layers. Layers are sexy. And blankets are sexy. And oh! Hot water bottles are sexy.,25
6,13,"Come on, get into bed! I want to prove to you that I'm not sick! I wanna make you feel, as good as I feel.",25
6,13,Would you please get some rest!,6
6,13,I'm fine.,2
6,13,"""Happy birthday to you!""",4
6,13,You're paying for that.,4
6,13,What? No-no it's her birthday!,5
6,13,You've sung Happy Birthday to 20 different women today!,9
6,13,But it really...,3
6,13,You are no longer authorized to distribute birthday muffins.,9
6,13,Damnit!,1
6,13,Rach? Hi!,2
6,13,Hi!,1
6,13,Did you tell your sister to ask me out?,9
6,13,Well yeah...,2
6,13,"Oh wow! I mean, wow! I mean, I-I-I think she's cute but I-I would never have thought of going out with her, never!",23
6,13,Really?!,1
6,13,"Yeah but after you said it was okay, I figured, ""Why not?!""",12
6,13,Oh so-so not really never.,5
6,13,"I have to say you are a much bigger person than I am. I mean after all we've been through, I just-y'know I wish I had a brother to reciprocate. Hey, if you ever want to go out with Monica, you have my blessing.",44
6,13,"Oh-ho, and mine!",3
6,13,"Chandler, I think I'm sick.",5
6,13,Really? Struck down in the pribe of libe!,8
6,13,"Okay, fine I admit it! I feel terrible! Would you please rub this on my chest?",16
6,13,"No-no-no-no-no-no-no, you are not getting me this way.",8
6,13,Come on! I really need your help!,7
6,13,No-no-no-no-no!,1
6,13,"Fine, I'll rub it on myself.",6
6,13,Okay.,1
6,13,"So you're just, kinda rubbing it on yourself?",8
6,13,Yeah?,1
6,13,It's nice.,2
6,13,Are you kidding me?! Is this; is this turning you on?,11
6,13,Yes!,1
6,13,I can't believe it! What is it? Is it the rubbing or the smell?,14
6,13,"It's all very, very good. So you wanna go uh, mix it up?",13
6,13,"Not now, I'm sick!",4
6,13,Oh come on you big faker!,6
6,13,What happened to your rule about never sleeping with sick people?,11
6,13,Well that was before all the vaporizing action.,8
6,13,"Okay, if you really wanna have sex...",7
6,13,Okay!,1
6,13,Worked like a charm.,4
6,13,Hi!,1
6,13,Hi! Wh-what are you doing here?,6
6,13,"This is where Ross and I are meeting for our date. So, what do you think?",16
6,13,"Well, I-I don't like it.",5
6,13,Really?!,1
6,13,It's kinda slutty.,3
6,13,It's yours!,2
